Qrain;ET;Qin
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
0;0.001958;0
